Age,Gender,Region,Education,Employment,Income,Exercise,Health Monitoring,Wearable Device,DNA Test Taken,Comfort DNA Sharing,Trust in Science,Interest Vitamins,Interest Skincare,Interest Diet Fitness,Preferred Mode,Willingness to Pay,Subscription Interest,Interest in DNA Brand,Diet Type_Vegetarian,Diet Type_Vegan,Diet Type_Non-vegetarian,Diet Type_Keto/Low-carb,Diet Type_High Protein,Diet Type_Pescatarian,Fitness Goals_Weight loss,Fitness Goals_Muscle gain,Fitness Goals_Energy,Fitness Goals_Sleep,Fitness Goals_Endurance,Fitness Goals_Mental wellness,Fitness Goals_Healthy aging,Fitness Goals_General fitness,Health Issues_Fatigue,Health Issues_Stress,Health Issues_Digestive issues,Health Issues_Vitamin deficiency,Health Issues_Skin issues,Health Issues_Hair fall,Health Issues_Hormonal imbalance,Health Issues_Weight issues,Supplement Sources_Pharmacy,Supplement Sources_Online,Supplement Sources_Supermarket,Supplement Sources_Clinic,Supplement Sources_None,Supplements Used_Multivitamins,Supplements Used_Omega-3,Supplements Used_Collagen,Supplements Used_Vitamin D,Supplements Used_Protein,Supplements Used_Probiotics,Supplements Used_Creatine,Supplements Used_Skin supplements,DNA Interest Areas_Diet plans,DNA Interest Areas_Vitamins,DNA Interest Areas_Skincare,DNA Interest Areas_Fitness,DNA Interest Areas_Preventive health,DNA Interest Areas_Anti-aging,DNA Interest Areas_Genetics curiosity
25-34,Female,Sharjah,Bachelor,Student,20000-35000,Never,Weekly,No,Yes,5,High,Neutral,Unlikely,Very likely,App,<200,Yes,Maybe,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
35-44,Male,Dubai,Bachelor,Freelancer,35000+,3-4 times/wk,Never,No,No,4,Medium,Unlikely,Unlikely,Very unlikely,WhatsApp AI,1000-1500,Yes,Yes,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
25-34,Male,Abu Dhabi,Master,Working Professional,7000-12000,3-4 times/wk,Never,Yes,No,4,High,Very unlikely,Neutral,Unlikely,App,200-400,Maybe,Maybe,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
55+,Female,Dubai,Bachelor,Working Professional,3000-7000,5+ times/wk,Occasionally,No,No,4,High,Very likely,Very unlikely,Likely,Email,1000-1500,No,Maybe,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25-34,Other,Abu Dhabi,Bachelor,Working Professional,20000-35000,1-2 times/wk,Weekly,Yes,No,5,Medium,Likely,Very likely,Likely,Clinic,<200,Yes,Maybe,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
25-34,Female,Ajman,Master,Working Professional,7000-12000,1-2 times/wk,Occasionally,Yes,No,3,Low,Likely,Unlikely,Unlikely,Dashboard,<200,Maybe,Yes,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
45-54,Female,Dubai,Bachelor,Freelancer,35000+,1-2 times/wk,Weekly,No,No,5,High,Likely,Very unlikely,Very likely,App,200-400,Yes,Yes,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
25-34,Female,Dubai,Bachelor,Working Professional,20000-35000,3-4 times/wk,Never,No,No,5,High,Very likely,Neutral,Likely,Dashboard,200-400,Yes,Yes,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
25-34,Female,Dubai,High School,Working Professional,7000-12000,5+ times/wk,Occasionally,No,No,2,High,Very unlikely,Very unlikely,Neutral,App,700-1000,Maybe,Yes,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
35-44,Male,Ajman,High School,Business Owner,3000-7000,3-4 times/wk,Occasionally,Yes,No,4,High,Neutral,Very unlikely,Likely,Dashboard,<200,No,No,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
25-34,Other,UAQ,Bachelor,Working Professional,3000-7000,1-2 times/wk,Occasionally,Yes,No,2,High,Very likely,Very likely,Likely,WhatsApp AI,400-700,Yes,Maybe,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
25-34,Female,Ajman,Bachelor,Student,3000-7000,1-2 times/wk,Weekly,No,No,3,Medium,Very likely,Neutral,Neutral,Email,400-700,Maybe,Yes,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
45-54,Female,Dubai,Bachelor,Student,7000-12000,1-2 times/wk,Weekly,No,No,4,High,Likely,Neutral,Neutral,WhatsApp AI,1000-1500,Yes,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
25-34,Male,Dubai,Bachelor,Student,7000-12000,1-2 times/wk,Occasionally,No,Yes,5,High,Very likely,Likely,Neutral,App,700-1000,Yes,Maybe,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
45-54,Female,Dubai,Master,Student,<3000,3-4 times/wk,Weekly,No,No,3,Medium,Likely,Neutral,Very unlikely,Clinic,400-700,Maybe,Yes,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
35-44,Male,Dubai,Diploma,Student,12000-20000,1-2 times/wk,Occasionally,No,No,5,High,Very unlikely,Very unlikely,Likely,App,700-1000,Yes,Maybe,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25-34,Male,Sharjah,Doctorate,Working Professional,12000-20000,1-2 times/wk,Weekly,Yes,Yes,5,High,Very likely,Likely,Likely,Dashboard,200-400,Yes,Yes,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18-24,Male,RAK,High School,Working Professional,7000-12000,5+ times/wk,Occasionally,No,Yes,2,High,Likely,Neutral,Unlikely,App,1000-1500,No,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
45-54,Male,Dubai,Bachelor,Not working,7000-12000,Never,Occasionally,Yes,Yes,4,High,Very likely,Very unlikely,Unlikely,App,700-1000,Yes,Yes,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
25-34,Male,Sharjah,Bachelor,Working Professional,12000-20000,1-2 times/wk,Daily,No,No,3,High,Neutral,Likely,Very likely,Dashboard,1000-1500,Yes,Maybe,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
35-44,Female,Abu Dhabi,Bachelor,Working Professional,7000-12000,3-4 times/wk,Never,Yes,Yes,4,High,Very unlikely,Unlikely,Neutral,WhatsApp AI,400-700,Yes,No,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
25-34,Female,Dubai,Bachelor,Student,3000-7000,3-4 times/wk,Weekly,No,No,3,High,Likely,Very likely,Very likely,App,1000-1500,Yes,Maybe,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
25-34,Male,Dubai,Master,Working Professional,35000+,1-2 times/wk,Occasionally,Yes,No,3,High,Unlikely,Likely,Neutral,Email,1000-1500,Yes,No,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
18-24,Male,Ajman,Bachelor,Working Professional,12000-20000,1-2 times/wk,Weekly,Yes,No,3,High,Unlikely,Unlikely,Likely,App,1500+,Maybe,Maybe,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
25-34,Male,Sharjah,Master,Freelancer,7000-12000,Never,Weekly,Yes,No,1,Low,Likely,Neutral,Likely,Clinic,400-700,Yes,Yes,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0
18-24,Female,RAK,Master,Working Professional,12000-20000,3-4 times/wk,Occasionally,No,No,3,High,Very unlikely,Likely,Very likely,WhatsApp AI,700-1000,Yes,Yes,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
55+,Male,Dubai,Bachelor,Freelancer,3000-7000,1-2 times/wk,Occasionally,No,No,5,High,Unlikely,Unlikely,Very likely,App,400-700,No,Yes,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
25-34,Male,Abu Dhabi,Bachelor,Not working,7000-12000,1-2 times/wk,Occasionally,Yes,Yes,1,Medium,Neutral,Unlikely,Likely,App,200-400,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
25-34,Male,Dubai,High School,Working Professional,20000-35000,1-2 times/wk,Occasionally,Yes,No,4,High,Unlikely,Very unlikely,Very unlikely,App,<200,Yes,Yes,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35-44,Female,Dubai,Diploma,Working Professional,20000-35000,1-2 times/wk,Occasionally,No,No,3,High,Likely,Likely,Very likely,WhatsApp AI,200-400,No,Yes,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0
25-34,Female,Fujairah,Bachelor,Working Professional,<3000,5+ times/wk,Daily,Yes,No,1,Medium,Unlikely,Likely,Likely,Clinic,1000-1500,Yes,Yes,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18-24,Male,Dubai,Bachelor,Working Professional,12000-20000,5+ times/wk,Occasionally,No,No,1,Medium,Unlikely,Likely,Likely,App,1500+,Maybe,No,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
18-24,Female,Dubai,Bachelor,Not working,7000-12000,3-4 times/wk,Occasionally,No,No,5,High,Very likely,Neutral,Neutral,Dashboard,1000-1500,Yes,Yes,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
25-34,Female,Ajman,Diploma,Freelancer,7000-12000,3-4 times/wk,Occasionally,Yes,Yes,5,Medium,Likely,Neutral,Unlikely,WhatsApp AI,<200,Yes,Yes,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0
25-34,Male,Dubai,Bachelor,Working Professional,<3000,1-2 times/wk,Occasionally,Yes,No,4,High,Unlikely,Likely,Very unlikely,App,400-700,Yes,Maybe,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
35-44,Male,Fujairah,High School,Working Professional,3000-7000,1-2 times/wk,Weekly,No,No,4,High,Neutral,Very unlikely,Likely,WhatsApp AI,400-700,Yes,Maybe,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
25-34,Male,Abu Dhabi,Bachelor,Business Owner,12000-20000,3-4 times/wk,Occasionally,No,No,1,High,Likely,Neutral,Likely,Email,1000-1500,Yes,Maybe,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
18-24,Female,Abu Dhabi,Master,Working Professional,12000-20000,Never,Occasionally,No,Yes,4,High,Likely,Likely,Likely,App,200-400,Yes,Maybe,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25-34,Male,Sharjah,Master,Working Professional,3000-7000,5+ times/wk,Never,No,No,2,Low,Unlikely,Very unlikely,Neutral,App,1000-1500,Yes,Yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25-34,Male,Ajman,Bachelor,Working Professional,7000-12000,3-4 times/wk,Occasionally,Yes,Yes,2,High,Unlikely,Neutral,Unlikely,App,400-700,Yes,Yes,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1
25-34,Female,Abu Dhabi,Master,Student,3000-7000,1-2 times/wk,Occasionally,No,Yes,4,High,Neutral,Very unlikely,Unlikely,Dashboard,1000-1500,Yes,Maybe,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
25-34,Female,Dubai,Diploma,Working Professional,7000-12000,3-4 times/wk,Daily,Yes,No,4,High,Likely,Likely,Very likely,WhatsApp AI,400-700,Yes,Yes,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
55+,Male,Abu Dhabi,Bachelor,Student,20000-35000,1-2 times/wk,Never,Yes,No,4,High,Likely,Neutral,Very unlikely,WhatsApp AI,200-400,Maybe,Yes,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
35-44,Female,Ajman,Master,Working Professional,12000-20000,1-2 times/wk,Daily,No,Yes,3,Medium,Likely,Likely,Unlikely,Dashboard,700-1000,No,Yes,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35-44,Female,Dubai,Bachelor,Working Professional,<3000,1-2 times/wk,Weekly,No,No,4,High,Very likely,Very likely,Likely,App,700-1000,Maybe,Yes,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
18-24,Female,Dubai,Bachelor,Student,7000-12000,Never,Weekly,Yes,No,3,Medium,Very likely,Very likely,Neutral,App,<200,No,Yes,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
25-34,Female,Dubai,High School,Working Professional,3000-7000,1-2 times/wk,Weekly,Yes,No,4,High,Very likely,Likely,Likely,App,1500+,Maybe,Yes,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
35-44,Male,Abu Dhabi,Master,Working Professional,<3000,Never,Occasionally,No,No,3,High,Likely,Neutral,Likely,App,400-700,Yes,Yes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
18-24,Female,Abu Dhabi,Diploma,Student,7000-12000,5+ times/wk,Occasionally,Yes,No,3,Low,Very unlikely,Likely,Very likely,App,<200,Yes,Yes,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0
25-34,Male,Abu Dhabi,Master,Not working,3000-7000,1-2 times/wk,Weekly,No,Yes,5,Medium,Neutral,Neutral,Likely,Email,200-400,Maybe,Yes,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
25-34,Male,Dubai,Bachelor,Not working,7000-12000,Never,Daily,No,No,3,High,Likely,Likely,Neutral,App,400-700,Yes,Yes,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25-34,Female,Dubai,Bachelor,Working Professional,7000-12000,5+ times/wk,Occasionally,Yes,No,3,Medium,Very likely,Very likely,Likely,App,1000-1500,Yes,Maybe,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
25-34,Male,Sharjah,Bachelor,Business Owner,12000-20000,5+ times/wk,Weekly,No,No,5,High,Likely,Neutral,Unlikely,App,700-1000,Maybe,Yes,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
18-24,Female,UAQ,High School,Student,7000-12000,1-2 times/wk,Occasionally,No,No,4,High,Neutral,Unlikely,Unlikely,Dashboard,400-700,Yes,Maybe,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
25-34,Female,Dubai,High School,Business Owner,3000-7000,3-4 times/wk,Occasionally,Yes,Yes,5,Medium,Very likely,Likely,Unlikely,WhatsApp AI,200-400,Yes,Yes,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25-34,Female,Dubai,Doctorate,Not working,35000+,Never,Weekly,No,No,1,Medium,Very unlikely,Unlikely,Likely,Email,700-1000,Yes,Yes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
25-34,Male,Abu Dhabi,Bachelor,Not working,20000-35000,1-2 times/wk,Daily,Yes,Yes,3,Medium,Likely,Neutral,Likely,Dashboard,400-700,Yes,Yes,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
35-44,Male,Sharjah,Bachelor,Not working,<3000,Never,Daily,Yes,No,4,High,Likely,Likely,Neutral,App,200-400,No,Maybe,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
25-34,Female,Fujairah,Bachelor,Working Professional,35000+,3-4 times/wk,Occasionally,No,No,2,High,Neutral,Neutral,Likely,Email,200-400,Yes,Maybe,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
25-34,Female,Dubai,Bachelor,Working Professional,3000-7000,Never,Occasionally,No,No,4,High,Unlikely,Likely,Very likely,WhatsApp AI,200-400,Yes,Yes,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
35-44,Other,Dubai,Master,Business Owner,20000-35000,1-2 times/wk,Occasionally,No,No,2,High,Very unlikely,Likely,Neutral,App,400-700,Yes,Maybe,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
25-34,Female,Dubai,Diploma,Freelancer,20000-35000,5+ times/wk,Never,No,No,3,High,Likely,Very likely,Very unlikely,App,200-400,No,Maybe,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
25-34,Female,Abu Dhabi,Bachelor,Working Professional,3000-7000,1-2 times/wk,Weekly,No,No,3,High,Unlikely,Unlikely,Neutral,App,200-400,Maybe,Yes,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
35-44,Male,Dubai,Bachelor,Student,7000-12000,3-4 times/wk,Occasionally,No,Yes,5,High,Unlikely,Very likely,Neutral,App,200-400,Yes,Maybe,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
35-44,Female,Dubai,Master,Working Professional,<3000,1-2 times/wk,Occasionally,No,No,5,High,Neutral,Neutral,Likely,WhatsApp AI,<200,No,Maybe,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
18-24,Male,Sharjah,Bachelor,Student,7000-12000,5+ times/wk,Weekly,No,No,3,High,Neutral,Unlikely,Neutral,App,700-1000,Yes,Yes,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35-44,Male,Abu Dhabi,Bachelor,Working Professional,12000-20000,Never,Weekly,No,No,3,Medium,Likely,Neutral,Likely,Dashboard,400-700,Yes,Yes,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
55+,Female,Sharjah,Bachelor,Working Professional,3000-7000,1-2 times/wk,Occasionally,No,No,3,Medium,Unlikely,Unlikely,Neutral,Email,700-1000,Yes,Maybe,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
25-34,Male,Dubai,Bachelor,Working Professional,20000-35000,1-2 times/wk,Weekly,Yes,No,3,Medium,Very likely,Likely,Neutral,WhatsApp AI,<200,Maybe,Maybe,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
18-24,Female,RAK,Master,Working Professional,12000-20000,3-4 times/wk,Occasionally,Yes,Yes,4,High,Unlikely,Likely,Very likely,App,<200,Maybe,Yes,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
25-34,Female,Dubai,Bachelor,Student,12000-20000,1-2 times/wk,Occasionally,Yes,No,4,Medium,Likely,Likely,Neutral,App,1000-1500,No,Yes,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
35-44,Female,Dubai,Bachelor,Working Professional,3000-7000,3-4 times/wk,Never,Yes,No,3,High,Very likely,Likely,Neutral,Clinic,400-700,Yes,Yes,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25-34,Male,Dubai,Bachelor,Student,3000-7000,5+ times/wk,Occasionally,Yes,No,4,High,Unlikely,Very likely,Neutral,App,200-400,No,Yes,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
35-44,Female,Dubai,Master,Working Professional,3000-7000,1-2 times/wk,Occasionally,Yes,No,4,Low,Neutral,Likely,Neutral,WhatsApp AI,400-700,Maybe,Maybe,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
18-24,Male,Sharjah,Bachelor,Freelancer,3000-7000,3-4 times/wk,Occasionally,No,No,1,Medium,Very likely,Neutral,Very unlikely,App,1500+,Maybe,Maybe,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
25-34,Male,RAK,Bachelor,Student,3000-7000,3-4 times/wk,Weekly,No,No,4,Medium,Neutral,Likely,Very unlikely,App,200-400,Yes,Maybe,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25-34,Male,Sharjah,Bachelor,Working Professional,<3000,3-4 times/wk,Occasionally,Yes,No,3,High,Neutral,Likely,Neutral,App,400-700,No,Yes,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
25-34,Female,Dubai,Bachelor,Student,12000-20000,3-4 times/wk,Weekly,Yes,No,4,Medium,Very unlikely,Unlikely,Unlikely,Clinic,700-1000,Yes,Yes,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18-24,Male,Fujairah,Diploma,Freelancer,7000-12000,3-4 times/wk,Occasionally,No,No,3,High,Neutral,Very likely,Likely,Clinic,1000-1500,Maybe,Maybe,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
